Link,Link-href,Description,Date Created,Author,TextField
All is Well: Our 'best in class' Total Rewards Program,https://everconnect.foundever.com/everconnect/Article/Article/511563,,"Tuesday, June 22, 2021",Rafael C,"All is Well is reflective of our culture of celebrating diversity and inclusion. It is a comprehensive Total Rewards Program designed to cover our associates’ wellness in all aspects – physical, psychological, financial, career, and social, which is about our work environment."
APAC Organizational Announcement : Appointment of Jorelle Robles as Head of Marketing for APAC,https://everconnect.foundever.com/everconnect/Article/Article/511593,,"Tuesday, June 22, 2021",Rafael C,To:  All Sitel APAC Associates
APE 2020 Submission of Results Guidelines,https://everconnect.foundever.com/everconnect/Article/Article/511607,,"Tuesday, June 22, 2021",Rafael C,To:  All PH Associates
Amazon AWS Workspace Decommission Process,https://everconnect.foundever.com/everconnect/Article/Article/511579,,"Tuesday, June 22, 2021",Rafael C,
April 2021 Holiday Announcement,https://everconnect.foundever.com/everconnect/Article/Article/511635,,"Tuesday, June 22, 2021",Rafael C,"To: All Sitel PH Associates 
From: Corporate HR
Date: March 25, 2021
Subject: April 2021 Holiday Announcement"
Application for QUALITY ANALYST TRACK TRAINEE now open!,https://everconnect.foundever.com/everconnect/Article/Article/511621,,"Tuesday, June 22, 2021",Rafael C,Application for QUALITY ANALYST TRACK TRAINEE now open!
Associate Advisory - New Schedule of SSS Contributions Effective January 2021,https://everconnect.foundever.com/everconnect/Article/Article/511656,,"Tuesday, June 22, 2021",Rafael C,To:  All Associates in the Philippines
Barbz Tende: Reluctant Champion,https://everconnect.foundever.com/everconnect/Article/Article/523349,,"Wednesday, June 23, 2021",Rafael C,"When Barbz Tende, a customer service representative at Sitel Pioneer, won the Country CXpert Challenge for the second quarter of 2020, he just turned one year with the company. So the award, given to Sitel’s best agents, came as a surprise to Tende, who didn’t expect to be recognized so soon."
Career Compass and New Learning Paths for 2021,https://everconnect.foundever.com/everconnect/Article/Article/523389,,"Wednesday, June 23, 2021",Rafael C,null
Dagupan kabarkadas find new opportunities at MAXhub,https://everconnect.foundever.com/everconnect/Article/Article/523480,,"Wednesday, June 23, 2021",Rafael C,"Opening the MAXhub in the city was part of Sitel’s pandemic response. By operating near communities, Sitel is bringing the workplace closer to people, so they no longer have to take long commutes to the office, lessening the risk of them contracting COVID-19."
Deadline to apply for QA Track Training extended!,https://everconnect.foundever.com/everconnect/Article/Article/523509,,"Wednesday, June 23, 2021",Rafael C,Deadline for Application to become a QUALITY ANALYST TRACK TRAINEE is extended to April 30!
Director of Operations Track Trainees,https://everconnect.foundever.com/everconnect/Article/Article/523557,,"Wednesday, June 23, 2021",Rafael C,null
EC Bites and EC-er Bites for February: Take these bite-size courses!,https://everconnect.foundever.com/everconnect/Article/Article/523587,,"Wednesday, June 23, 2021",Rafael C,Easy link references:
EC Bites and Ec-er Bites for December: Take these bite-size courses!,https://everconnect.foundever.com/everconnect/Article/Article/523573,,"Wednesday, June 23, 2021",Rafael C,EC Bites (Supervisors and Up) – Duration: 12 Minutes
EC Bites and Ec-er Bites for January: Take these bite-size courses!,https://everconnect.foundever.com/everconnect/Article/Article/523603,,"Wednesday, June 23, 2021",Rafael C,EC Bites (Supervisors and Up) – Duration: 5 Minutes
EC Bites and Ec-er Bites for November: Take these bite-size courses!,https://everconnect.foundever.com/everconnect/Article/Article/523645,,"Wednesday, June 23, 2021",Rafael C,EC’ier Bites (Agents) Total Time: 4 Minutes
EC Bites and Ec-er Bites for October: Take these bite-size courses!,https://everconnect.foundever.com/everconnect/Article/Article/523659,,"Wednesday, June 23, 2021",Rafael C,EC’ier Bites (Agents) Total Time: 4 Minutes
EC Bites and EC-er Bites for March 2021,https://everconnect.foundever.com/everconnect/Article/Article/523631,,"Wednesday, June 23, 2021",Rafael C,EC Bites for Coaches & Up
EC Bites and ECer Bites Menu for September,https://everconnect.foundever.com/everconnect/Article/Article/523673,,"Wednesday, June 23, 2021",Rafael C,null
5 Pilates Exercises against Back Pain,https://everconnect.foundever.com/everconnect/Article/Article/519414,"Pilates is a ""lifesaver"" when it comes to back pain","Thursday, July 1, 2021",Dimiter P,"This series of 5 exercises prepared by Sophie Brun, a Pilates teacher at Pilates Excellence Paris, will progressively strengthen your stabilizing muscles and improve your posture to make your back pain disappear. It will only take you about 20 minutes and should be done twice a week to see significant changes. You will need a floor mat."
SitelFit Community Stories: Luis Navarro,https://everconnect.foundever.com/everconnect/Article/Article/535238,Learn the inspiring SitelFit story of Luis Navarro from Sitel Nicaragua,"Thursday, July 1, 2021",Dimiter P,null
Baguio Senior Operations Manager,https://everconnect.foundever.com/everconnect/Article/Article/537383,"Are you a strategic thinker who can deliver on client's expectations, as well as a coach w...","Friday, June 25, 2021",Rafael C,Location: Baguio
SitelFit July Program,https://everconnect.foundever.com/everconnect/Article/Article/537151,Take a look at our SitelFit program in July!,"Friday, June 25, 2021",Dimiter P,
SitelFit Weekly Challenges (June 28 - July 4),https://everconnect.foundever.com/everconnect/Article/Article/548525,Join the new SitelFit challenges this week for a healthier body and mind!,"Thursday, July 1, 2021",Dimiter P,
Holiday Advisory: December 2020 Holidays,https://everconnect.foundever.com/everconnect/Article/Article/551955,,"Monday, June 28, 2021",Rafael C,"To: All Sitel Associates in the Philippines
From: Corporate HR
Date: December 3, 2020
Subject: December 2020 Holiday Announcement"
Holiday Advisory: February Holidays,https://everconnect.foundever.com/everconnect/Article/Article/551991,,"Monday, June 28, 2021",Rafael C,"To: All Sitel Associates in the Philippines
From: Corporate HR
Date: February 9, 2021
Subject: February 12 and 25 Holiday Announcement"
Holiday Advisory: December 2020 Holidays,https://everconnect.foundever.com/everconnect/Article/Article/551973,,"Monday, June 28, 2021",Rafael C,"To: All Sitel Associates in the Philippines
From: Corporate HR
Date: December 3, 2020
Subject: December 2020 Holiday Announcement"
Holiday Advisory: February Holidays,https://everconnect.foundever.com/everconnect/Article/Article/552009,,"Monday, June 28, 2021",Rafael C,"To: All Sitel Associates in the Philippines
From: Corporate HR
Date: February 9, 2021
Subject: February 12 and 25 Holiday Announcement"
"Holiday Advisory: November 1, 2 and 30",https://everconnect.foundever.com/everconnect/Article/Article/552027,,"Monday, June 28, 2021",Rafael C,"To: All Sitel Associates in the Philippines
From: Corporate HR
Date: October 28, 2020
Subject: November 1, 2 and 30 Holiday Announcement"
IEX Tutorial,https://everconnect.foundever.com/everconnect/Article/Article/552053,,"Monday, June 28, 2021",Rafael C,null
IEX Tutorial,https://everconnect.foundever.com/everconnect/Article/Article/552045,,"Monday, June 28, 2021",Rafael C,null
"La Union, Urdaneta kabarkadas find ‘second home’, ‘beacon of hope’ in MAXhubs",https://everconnect.foundever.com/everconnect/Article/Article/552197,,"Monday, June 28, 2021",Rafael C,MAXhub La Union
"La Union, Urdaneta kabarkadas find ‘second home’, ‘beacon of hope’ in MAXhubs",https://everconnect.foundever.com/everconnect/Article/Article/552184,,"Monday, June 28, 2021",Rafael C,MAXhub La Union
Leadership Development Launches EC Bites Courses for August,https://everconnect.foundever.com/everconnect/Article/Article/552225,,"Monday, June 28, 2021",Rafael C,MAX Learn on Empower Center!
MAX Connect for Sitel Philippines,https://everconnect.foundever.com/everconnect/Article/Article/552253,,"Monday, June 28, 2021",Rafael C,"MAX Connect is a platform that keeps you updated with the happenings in Sitel. You can access MAX Connect whether you’re in our out of the office, from any device, so you don’t miss out on important information wherever you are. Designed based on frontline associates’ ideas and suggestions, MAX Connect is the Sitel associate’s main source of global and local information."
MAX Connect for Sitel Philippines,https://everconnect.foundever.com/everconnect/Article/Article/552266,,"Monday, June 28, 2021",Rafael C,"MAX Connect is a platform that keeps you updated with the happenings in Sitel. You can access MAX Connect whether you’re in our out of the office, from any device, so you don’t miss out on important information wherever you are. Designed based on frontline associates’ ideas and suggestions, MAX Connect is the Sitel associate’s main source of global and local information."
List of Sitel - Maxicare Preferred Clinics,https://everconnect.foundever.com/everconnect/Article/Article/552240,,"Monday, June 28, 2021",Rafael C,"What are Maxicare Preferred Clinics?
  
In partnership with Maxicare, Sitel has identified medical clinics and laboratories that offer their services at lower rates than hospitals. A number of Preferred Clinics where Sitel associates can seek consultation, laboratory examination and treatment that will maximize the utilization of our healthcare benefit."
"MAX Kapwa Story: Jhun del Ponso, a hero in action",https://everconnect.foundever.com/everconnect/Article/Article/552317,,"Monday, June 28, 2021",Rafael C,
MaxiLife Wellness Fridays,https://everconnect.foundever.com/everconnect/Article/Article/552346,,"Monday, June 28, 2021",Rafael C,Webinar ID: 851 4261 1316
MaxiLife Wellness Fridays,https://everconnect.foundever.com/everconnect/Article/Article/552331,,"Monday, June 28, 2021",Rafael C,Webinar ID: 851 4261 1316
Meet your Q3 2020 CXperts Winner: Kenny delos Reyes,https://everconnect.foundever.com/everconnect/Article/Article/552374,,"Monday, June 28, 2021",Rafael C,A CXpert is a title given by Sitel to recognize its best customer service representatives or someone who consistently goes above and beyond - and truly makes an emotional connection within their customer contacts.
