Link,Link-href,Description,Date Created,Author,TextField
Barkada Online Episodes 3 and 4: Ruevin Serrano and Veng Bulacan,https://everconnect.foundever.com/everconnect/Article/Article/562807,,"Tuesday, June 29, 2021",Rafael C,
Enjoy a 36% discount on the Samsung Smart Monitor,https://everconnect.foundever.com/everconnect/Article/Article/562847,,"Tuesday, June 29, 2021",Rafael C,"1.Send your Name, Site and Employee Number to Perks@sitel.com to get an invitation code."
Recognizing and Categorizing Symptoms of Voice Quality Problems,https://everconnect.foundever.com/everconnect/Article/Article/562882,,"Tuesday, June 29, 2021",Rafael C,The sound files and names of symptoms used in this document are based on common language used in Technical Support/Troubleshooting. This document is intended to be a living resource in that the symptoms listed are expected to be revised as new problems arise and additional recordings become available.
Organizational Announcement: Restructuring of the People Function,https://everconnect.foundever.com/everconnect/Article/Article/552573,,"Monday, June 28, 2021",Rafael C,"To:  All Associates in the Philippines
From: Ravi Iyengar, COO - APAC
Date: January 25, 2021
Subject: Organizational Announcement: Restructuring of the People Function"
Sit and Tell Associates'  Survey,https://everconnect.foundever.com/everconnect/Article/Article/552648,,"Monday, June 28, 2021",Rafael C,Easy as 1-2-3
Sheila Valerio: From Self-Doubter to Sitel’s Best,https://everconnect.foundever.com/everconnect/Article/Article/552633,,"Monday, June 28, 2021",Rafael C,“I felt so little.”
"Sitel Academy joins FEU job fair for 2,500 Tamaraws",https://everconnect.foundever.com/everconnect/Article/Article/552665,,"Monday, June 28, 2021",Rafael C,Screenshot from Sitel Academy at the Online Recruitment Exclusive for Tamaraws (ORE Tams)
Sitel Academy to enhance Pateros Technological College’s communication and tech skills program,https://everconnect.foundever.com/everconnect/Article/Article/552678,,"Monday, June 28, 2021",Rafael C,Photo courtesy of Pateros Technological College
"Sitel Academy trainers, specialists go 'incognito', learn about self-awareness in AcadCon 2",https://everconnect.foundever.com/everconnect/Article/Article/552727,,"Monday, June 28, 2021",Rafael C,Screenshot courtesy of Marie Grace Lulu
Sitel New Zealand opens new office in Auckland,https://everconnect.foundever.com/everconnect/Article/Article/552741,,"Monday, June 28, 2021",Rafael C,The New Zealand Team watching guests at the Sitel MAXhub Auckland inauguration who joined via video call.
Sitel Perks:  9.9 Super Shopping Day,https://everconnect.foundever.com/everconnect/Article/Article/552768,,"Monday, June 28, 2021",Rafael C,null
Sitel partners with Paymaya -- get a chance to win up to 10k and more!,https://everconnect.foundever.com/everconnect/Article/Article/552754,,"Monday, June 28, 2021",Rafael C,null
Sitel Perks: Earn raffle tickets to our PayMaya promo!,https://everconnect.foundever.com/everconnect/Article/Article/552796,,"Monday, June 28, 2021",Rafael C,null
Sitel Perks: Affordable deals this holiday season from Zen Rooms!,https://everconnect.foundever.com/everconnect/Article/Article/552783,,"Monday, June 28, 2021",Rafael C,
Sitel Perks: Enjoy up to 48% discount on Chinese New Year!,https://everconnect.foundever.com/everconnect/Article/Article/552824,,"Monday, June 28, 2021",Rafael C,null
Associate Advisory: Enrollment of New Direct Dependents and Voluntary Dependents to Maxicare HMO Program - until Oct. 30!,https://everconnect.foundever.com/everconnect/Article/Article/511883,,"Tuesday, June 22, 2021",Rafael C,To:  All Sitel PH Employees
Associate Advisory: Food concessionaires to serve food in packaging,https://everconnect.foundever.com/everconnect/Article/Article/511960,,"Tuesday, June 22, 2021",Rafael C,"To:  All Sitel PH Associates
From:  Workplace Experience Team
Date:  March 31, 2021
Subject: Food concessionaires to serve food in packaging"
Associate Advisory: Mandatory Signing of Data Privacy Act of 2012 Consent Form – Deadline on February 28,https://everconnect.foundever.com/everconnect/Article/Article/511987,,"Tuesday, June 22, 2021",Rafael C,To:  All Sitel PH Employees
Associate Advisory: New Leave Policy,https://everconnect.foundever.com/everconnect/Article/Article/512014,,"Tuesday, June 22, 2021",Rafael C,"To:  All Sitel Philippines Associates
From:  Haidee C. Enriquez – Chief People Officer 
Date:  January  27,  2021 
Subject: New Leave Policy"
Associate Advisory: Payroll Information Update Until November 30 only,https://everconnect.foundever.com/everconnect/Article/Article/512030,,"Tuesday, June 22, 2021",Rafael C,"To:  All HRBPs, Managers, and Directors"
August Holiday Advisory,https://everconnect.foundever.com/everconnect/Article/Article/512061,,"Tuesday, June 22, 2021",Rafael C,null
Associate Advisory: Phishing Attempts and How to Avoid Them,https://everconnect.foundever.com/everconnect/Article/Article/512047,,"Tuesday, June 22, 2021",Rafael C,"To:  All Sitel PH Associates
From: Woody Venancio, Senior Director, IT – Service Delivery
Date:  February 3, 2021 
Subject: Phishing Attempts and How to Avoid Them"
NCR | Associate Advisory: Central Triage Site Location and Schedule,https://everconnect.foundever.com/everconnect/Article/Article/512862,"we are moving  the triage for all NCR sites (OJV-TP, Eton, and Pioneer) from the individua...","Tuesday, June 22, 2021",Rafael C,"To:  Sitel NCR Associates (OJV-TP, Eton, and Pioneer)
From:  PH Leadership Team
Date:  June 22, 2021
Subject: Central Triage Site Location and Schedule"
"Join us for our Digital Pride Fest version 2.0 this Friday, June 25",https://everconnect.foundever.com/everconnect/Article/Article/521702,Get a chance to win a PS5 or a Nintendo Switch Lite and other Sitel Pride Merchandise!,"Wednesday, June 23, 2021",Rafael C,Get a chance to win a PS5 or a Nintendo Switch Lite and other Sitel Pride Merchandise!
"Sitel Group® Enters Into Definitive Agreement to Acquire Sykes Enterprises, Incorporated (SYKES)",https://everconnect.foundever.com/everconnect/Article/Article/500720,Today is an exciting day in the history of our group.,"Tuesday, August 2, 2022",Rebecca S,"Dear Sitel Group®,
 
Today is an exciting day in the history of our group. This morning, we announced that we have entered into a definitive agreement to acquire Sykes Enterprises, Inc. (SYKES) in an all-cash transaction valued at approximately $2.2 billion."
ISG Digital Business Summit UK 2021,https://everconnect.foundever.com/everconnect/Article/Article/522741,"Simon Hunt, VP, Products & Innovation at Sitel Group®, will present in a virtual keynote","Wednesday, June 23, 2021",Lillian N,null
"Driving Customer Loyalty with John Lewis Partnership, a Best-Loved U.K. Brand",https://everconnect.foundever.com/everconnect/Article/Article/522821,Join this webinar to hear John Lewis Partnership's leadership talk about their customer ex...,"Wednesday, June 23, 2021",Lillian N,null
Baguio Recruiter,https://everconnect.foundever.com/everconnect/Article/Article/420100,Do you have an eye for talent? Can you help the recruitment team match the right candidate...,"Wednesday, September 29, 2021",Rafael C,Position: Recruiter
Celebrating Global Wellness Day,https://everconnect.foundever.com/everconnect/Article/Article/407978,Join our LinkedIn special featuring author and psychotherapist Jonathan Hoban,"Thursday, June 10, 2021",Dimiter P,"At Sitel Group®, we are celebrating Global Wellness Day with a special LinkedIn Live, sponsored by SitelFit. Join us on June 10 (Thursday), at 10 a.m. ET, for this live event featuring Jonathan Hoban, author and certified psychotherapist. He is going to discuss the power of walking and how reconnecting with nature and our authentic self provides a safe space where we can take a moment to breathe, think, and reflect."
Webinar: Making #OneSmallChange for World No Tobacco Day,https://everconnect.foundever.com/everconnect/Article/Article/317640,Insights on the current landscape of tobacco use and smoking cessation,"Tuesday, August 2, 2022",Dimiter P,"This year, for the first time, our global SitelFit community is joining World No Tobacco Day on May 31 to raise awareness on the harmful effects of tobacco use."
How to Use iMail - Read Only Version,https://everconnect.foundever.com/everconnect/Article/Article/368306,A guide to using the Read-only version of Imail.,"Thursday, July 7, 2022",Kim H,null
Completion of Mandatory COVID-19 Safety Protocols courses until June 15,https://everconnect.foundever.com/everconnect/Article/Article/432906,We would like to inform you that the last day for completing the  required COVID-19 Safety...,"Thursday, June 10, 2021",Ailena Marie M,"To:  Sitel PH Associates
From:  PH Leadership
Date:  June 10, 2021
Subject: Completion of Mandatory COVID-19 Safety Protocols courses until June 15"
New Workplace Experience (Facilities) Ticketing Service Codes,https://everconnect.foundever.com/everconnect/Article/Article/437326,We have changed the Facilities Request Service Codes to make it easier for you to identify...,"Thursday, June 10, 2021",Ailena Marie M,"To:  Sitel PH Associates
From:  Workplace Experience Team
Date:  June 10, 2021
Subject: New Workplace Experience (Facilities) Ticketing Service Codes"
Meet your Top 8 + 2 Sitel Drag Quaranqueen Season 2 Finalists!,https://everconnect.foundever.com/everconnect/Article/Article/438200,It was such a fierce competition! Our selection committee was overwhelmed by the will drag...,"Friday, June 11, 2021",Ailena Marie M,"These queens will be competing in the Live Lip Sync Battle on June 25, 8pm! Watch out for the voting announcement on June 14."
"Bryce Kiguchi: ""People do change"":",https://everconnect.foundever.com/everconnect/Article/Article/412843,"""In 2019, I went to my first Pride march with my Sitel family.  It was the first and hopef...","Thursday, June 10, 2021",Rafael C,"Bryce Kiguchi, Learning Specialist at Sitel Eton, believes that education will go a long way in improving the plight of the LBTQIA+ community both in Sitel and the Philippines."
40+ Sitel Baguio associates and staff donate blood,https://everconnect.foundever.com/everconnect/Article/Article/424579,Kabarkadas across Philippine sites have been doing initiatives to help their respective co...,"Thursday, June 10, 2021",Rafael C,One of the 47 Sitel Baguio associates who donated blood during the 14th May Dugong Bayani Bloodletting. Photo courtesy of Marifi Soriano
Get freebies when you buy Galaxy S21 and A52 5G variants,https://everconnect.foundever.com/everconnect/Article/Article/438153,"Limited stocks only, so hurry!","Thursday, June 10, 2021",Rafael C,"1.Send your Name, Site and Employee Number to Perks@sitel.com to get an invitation code."
"""Strong sense of foresight"" earns Manila-based team two Top Site awards in a row",https://everconnect.foundever.com/everconnect/Article/Article/409474,"Sitel OJV-TP team has been a consistent recipient of the recognition, until last February,...","Thursday, June 10, 2021",Rafael C,
12.11 Pioneer_ Learning Specialist,https://everconnect.foundever.com/everconnect/Article/Article/446142,,"Friday, June 11, 2021",Rafael C,Position: Learning Specialist
MAX Day Activities across PH sites,https://everconnect.foundever.com/everconnect/Article/Article/138275,,"Tuesday, May 4, 2021",Rafael C,
2022 Non-Agent CPM is LIVE Now!,https://everconnect.foundever.com/everconnect/Article/Article/23813997,The 2022 Non-Agent (CPM) launches in SuccessFactors on Monday January 23.,"Monday, January 23, 2023",Gloria I,"Dear Sitel Group Leaders,"
Sitel Group® Celebrates International Day of Education,https://everconnect.foundever.com/everconnect/Article/Article/23830279,"In celebration of the role of education for peace and development, the United Nations Gene...","Thursday, January 26, 2023",Lillian N,"In celebration of the role of education for peace and development, the United Nations General Assembly proclaimed January 24 as the International Day of Education, to “support transformative actions for inclusive, equitable and quality education for all.”"
HMO General Orientation for Legacy SYKES (New Schedule),https://everconnect.foundever.com/everconnect/Article/Article/23775466,Join us for a walkthrough on your new HMO Program with Maxicare and get to know the health...,"Tuesday, January 24, 2023",Trisha Mae T,null
Join Our PH MAXConnect Team,https://everconnect.foundever.com/everconnect/Article/Article/19914875,We're looking for a MAXConnect Associate to support our user adoption and content strategy...,"Tuesday, January 24, 2023",Ailena Marie M,"Content Creator & Moderators Management
•    Serve as POC between the Internal Communications Team and content creators and moderators
•    Enroll content creators for MAXConnect Create access and Moderators for Communities
•    Request for new audiences
•    Conduct content creators’ training
•    Assist content creators in navigating the platform and solving issues."
Non-Agent CPM EOY 2022 Job Aid,https://everconnect.foundever.com/everconnect/Article/Article/23870356,Download a job aid that will help you accomplish the Non-Agent CPM.,"Tuesday, January 24, 2023",Rafael C,"As the Non-Agent CPM for the EOY 2022 goes live early this week, we have prepared a job aid to help you accomplish the CPM form."
The Big 23 for '23 MAXConnect Raffle Promo,https://everconnect.foundever.com/everconnect/Article/Article/21505346,This promo has ended. We're republishing it for users' reference.,"Tuesday, January 24, 2023",Rafael C,Note: This promo has ended. We're republishing it for users' reference.
Congratulations to the Winners of the Big 23 for '23 MAXConnect Raffle Promo,https://everconnect.foundever.com/everconnect/Article/Article/23855068,"These are the 23 associates who will hop into the Year of the Rabbit Php3,000 richer.","Wednesday, January 25, 2023",Rafael C,"These are the 23 associates who will hop into the Year of the Rabbit Php3,000 richer. May this be the start of your year-round lucky streak."
Sitel Group® and Libraries Without Borders Continue Partnership Promoting Education and Social Impact in 2023,https://everconnect.foundever.com/everconnect/Article/Article/22823566,Edouard Delbende from Libraries Without Borders discusses the outcome and the future proje...,"Thursday, January 26, 2023",Dimiter P,"But this is not all, because our collaboration will continue also in 2023. As part of our International Day of Education 2023 celebrations, we met with Edouard Delbende, Development & Communications Director at Libraries Without Borders, to take a look back at what we achieved together in 2022 and what our two organizations are planning to do together in 2023."
Why Sharing Your #SitelLife on Job Portal Sites Matters?,https://everconnect.foundever.com/everconnect/Article/Article/15584278,"Your feedback will be an authority source for those looking for jobs, because you had firs...","Wednesday, January 25, 2023",Rafael C,"In a corporate setting, the employees are monitored and scored based on their performance on a given period of time. This allows the organization to decide if an employee is well-suited to his or her job, and also gives the employee an insight on how well he or she performs and what else could be improved. The same is true in gauging the performance of the company. With today’s available tools and platforms, employees can now share their insights and even rate their employers based on their experience and through certain factors."
Meet The Team | TSaaS Learning  and Development Team,https://everconnect.foundever.com/everconnect/Article/Article/23910088,TSaaS Learning  and Development Team,"Wednesday, January 25, 2023",Jesson Jay R,null
Associate Advisory | Modified Pag-IBIG (MP2) Savings for LSitel Group,https://everconnect.foundever.com/everconnect/Article/Article/23788231,"For Legacy Sitel Associates Only: Starting January 20, 2023, Modified Pag-IBIG savings (MP...","Wednesday, January 25, 2023",Trisha Mae T,
"Know Your Benefits Friday | January 27, 2023",https://everconnect.foundever.com/everconnect/Article/Article/23776345,Learn more about the benefits you enjoy as a Sitel Group associate.,"Wednesday, January 25, 2023",Trisha Mae T,null
U.S. Market Financial Planning & Analysis Team,https://everconnect.foundever.com/everconnect/Article/Article/23963309,"I'm pleased to announce several changes within the U.S. market finance organization, speci...","Wednesday, January 25, 2023",Gloria I,"Dear Team,"
What's New with Sitel Academy? | January 2023 Newsletter,https://everconnect.foundever.com/everconnect/Article/Article/23466799,Check out what Sitel Academy has been up to and what's coming this January!,"Thursday, January 26, 2023",Kreena Paueluna L,null
Success Program | CX Database,https://everconnect.foundever.com/everconnect/Article/Article/20667645,The objective of this database is to enhance the value of the data and knowledge we have o...,"Thursday, February 9, 2023",Kim H,"In association with the local CI teams, we assess the group's client campaigns using a standard methodology to highlight the following:"
Creating an ITSMC for HRIS tools,https://everconnect.foundever.com/everconnect/Article/Article/21992033,"Creating an ITSMC for HRIS tools.
There are 2 ways to create an ITSMC for any HRIS tools s...","Thursday, January 26, 2023",Carrie R,
SuccessFactors - ITSMC HRIS,https://everconnect.foundever.com/everconnect/Article/Article/22164826,New IT Service Management Center Process for HRIS Tickets,"Thursday, January 26, 2023",Amy D,null
Be Aware: Potential Phishing via LinkedIn,https://everconnect.foundever.com/everconnect/Article/Article/24011677,Potential phishing threat orchestrated through LinkedIn by a predator.,"Wednesday, February 1, 2023",Gloria I,
Associate Advisory | New HRBP Email Distribution List,https://everconnect.foundever.com/everconnect/Article/Article/24055918,The HRBP and its various teams will implement a new email distribution list effective Febr...,"Monday, January 30, 2023",Miragel Jan G,
Weekly News Update,https://everconnect.foundever.com/everconnect/Article/Article/24080496,"Read the latest news about our business, competitors, partners and clients.","Friday, January 27, 2023",Kristina S,Competitors
CMSR in iCoach Training - Recording,https://everconnect.foundever.com/everconnect/Article/Article/23826642,Learn more about CMSR management in iCoach for Account Managers with this recorded session...,"Wednesday, February 1, 2023",Maria M,null
Employment of Immediate Family Members & Related Guidelines (Conflict of Interest Due to Close Personal Relationships),https://everconnect.foundever.com/everconnect/Article/Article/23989466,This document provides formal guidance on managing various actions related to employment a...,"Monday, January 30, 2023",Rafael C,null
Meet The Team | DSCC Learning  and Development Team,https://everconnect.foundever.com/everconnect/Article/Article/24203904,DSCC Learning  and Development Team,"Monday, January 30, 2023",Jesson Jay R,null
New Organizational Structure for Strategic Global Accounts Operations,https://everconnect.foundever.com/everconnect/Article/Article/24207183,"Our continued integration enables us with additional skills and expertise, increasing our ...","Thursday, February 2, 2023",Gloria I,I am excited to share with you the new organizational structure for Strategic Global Accounts Operations.
Monthly MAXBot Update January,https://everconnect.foundever.com/everconnect/Article/Article/24581821,Check out the latest update on everything MAXBot!,"Monday, February 20, 2023",Benjamin H,Number of positive feedbacks: 74
MAXConnect Create Forms & Surveys: Logic,https://everconnect.foundever.com/everconnect/Article/Article/24578903,A help guide that demonstrates how to use survey logic.,"Monday, February 20, 2023",Benjamin H,null
MAXConnect Create Forms & Surveys: Question & Panel Types,https://everconnect.foundever.com/everconnect/Article/Article/24507801,A help guide that demonstrates how to use the various question types on Forms & Surveys,"Monday, February 20, 2023",Benjamin H,null
MAXConnect Create Forms & Surveys Data Collection Responsibility,https://everconnect.foundever.com/everconnect/Article/Article/23873736,A guide to your data responsibilities when using MAXConnect Create Forms & Surveys functio...,"Monday, February 20, 2023",Benjamin H,It's not just about adhering to the law but also about building trust with our associates and protecting our company's reputation.
MAXConnect Create Forms & Surveys Guide,https://everconnect.foundever.com/everconnect/Article/Article/23566884,This help guide is designed to teach you how to use Forms & Surveys within MAXConnect Crea...,"Monday, February 20, 2023",Benjamin H,"Before access to the form and survey editor is granted, you'll need to complete one of our mandatory training sessions; please find available training sessions by clicking HERE."
Know Your Benefits Friday | February 2023,https://everconnect.foundever.com/everconnect/Article/Article/24415421,Learn more about the benefits you enjoy as a Sitel Group associate.,"Monday, February 6, 2023",Trisha Mae T,null
EC Bites and EC-er Bites: February 2023,https://everconnect.foundever.com/everconnect/Article/Article/24489228,Boost  your workplace intelligence with these learning resources.,"Monday, February 6, 2023",Trisha Mae T,null
UX Design Fundamentals,https://everconnect.foundever.com/everconnect/Article/Article/24016468,"Okay, we've been keeping this secret for too long but now it's time to share with you the ...","Wednesday, March 1, 2023",Karen G,null
Empower Center | Top Resources | January 2023,https://everconnect.foundever.com/everconnect/Article/Article/24631677,Check out the most completed resources in the Empower Center for January 2023,"Monday, February 6, 2023",Rebecca S,
Peak Awards Dashboard,https://everconnect.foundever.com/everconnect/Article/Article/22092973,It is a demo application. Upload here for testing purpose. Very soon we will upload the ac...,"Wednesday, March 1, 2023",Saikat G,"Please note that it is a demo application, actual numbers are may vary in the dashboard. Application has been uploaded here for testing access level. Very soon we will upload the actual dashboard."
For LSitel Associates: Love is Sweeter with MP2 Savings,https://everconnect.foundever.com/everconnect/Article/Article/24573455,For Legacy Sitel Associates Only: Be financially wise by joining our PAG-IBIG MP2 savings ...,"Tuesday, February 7, 2023",Trisha Mae T,null
Severe Earthquakes Struck Turkey and Syria. Here's How to Help.,https://everconnect.foundever.com/everconnect/Article/Article/24655107,"More than 5,000 people have lost their life.","Wednesday, February 8, 2023",Dimiter P,"The devastating earthquakes that hit Turkey and Syria early Monday, are affecting some of the most vulnerable people in the world. The first earthquake, which was magnitude 7.8, was one of the strongest to hit the region in the last century, affecting an area already confronting a cholera outbreak and harsh winter weather. It was followed by a series of powerful aftershocks, and then by a second earthquake of 7.7. More than 5,000 people have died and more than 15,000 were injured in the earthquakes, which struck when people were in bed sleeping. First responders are scrambling to rescue people trapped under toppled buildings."
FedEx Goes Live at Sitel® Cebu Synergis,https://everconnect.foundever.com/everconnect/Article/Article/24809448,Congratulations to the team for a successful launch.,"Thursday, February 9, 2023",Trisha Mae T,PROGRAM MANAGER: JEFFERSON ALANGDEO
We'd love to hear your #FoundeverLife story through Indeed,https://everconnect.foundever.com/everconnect/Article/Article/14370993,Share your #FoundeverLife experience with our future associates in six easy steps.,"Thursday, March 2, 2023",Rafael C,"1. Go to sitel.life/IndeedPH and sign in using your account. If you don’t have an account, you may sign up using your personal e-mail address. Make sure to indicate that you are reviewing for the Philippines."
Associate Advisory | Maxicare CSS Team Onsite Schedule for Sitel Blue Associates,https://everconnect.foundever.com/everconnect/Article/Article/24830944,"To know more about your Maxicare Benefits, we are pleased to inform you that we have a Cus...","Thursday, February 9, 2023",Nikko Jay B,
ATTENTION: Business Objects Downtime,https://everconnect.foundever.com/everconnect/Article/Article/24844535,"Please note that Business Objects will be offline for approximately 2 hours, from Feb. 9, ...","Thursday, February 9, 2023",Wallbert Don E,Please see CM 263659 for additional information.
OUR WELLNESS JOURNEY 2022.,https://everconnect.foundever.com/everconnect/Article/Article/24848033,Learn more of our 2022 wellness journey!,"Tuesday, February 21, 2023",Roger D,"Overall, wellness can be defined as ""the active pursuit of activities, choices and lifestyles that lead to a state of holistic health."" With this, a wellness journey can be used to describe the act of seeking and developing habits, routines and lifestyle choices that improve your health. A healthy, happy and balanced life is the ultimate goal of starting a wellness journey.

When starting a wellness journey, it is essential to have the right tools and resources to help you. Whether it's a good Podcast, an inspirational book, a reflective journal or an app, having the right wellness journey essentials will be crucial to guide you through the process. With the help of United Heroes, some of our associates started on this journey during 2022 and others stayed consistent."
Weekly News Update,https://everconnect.foundever.com/everconnect/Article/Article/24891688,"Read the latest news about our business, competitors, partners and clients.","Friday, February 10, 2023",Kristina S,Competitors
PMO x SitelFit: Meeting Markus Schrader,https://everconnect.foundever.com/everconnect/Article/Article/23565567,This is the first in a series of articles dedicated to telling Sitel associates' sports st...,"Wednesday, February 15, 2023",Paulo B,"Believe it or not, I was never really a sports person until my early 30s and still don’t consider myself as massively sportive compared to others. In school, I was typically one of the last ones to be picked for football or handball but I was quite good in Athletics and could run pretty fast though. I tried out various sports disciplines when I was younger like Field Hockey and Fencing but the only sport activity I stuck with through all the years was running. At the end 20th, I then decided to try running a marathon and managed to finish just slightly above the 4-hour mark. After that, I occasionally went for 10k races only until I turned 45. It was actually back then when I met my girlfriend that I first got exposed to the world of ultra-marathons. I remember mentioning I was ready to move up to longer distances which for me was 15-20km when she said that she was running more than 100km in the mountains. I couldn’t believe how that was even possible and I started to get interested…. I joined some of her shorter training runs increasing the distance step-by-step. We then signed up for a Marathon in Krakow in 2018 and after that, I gave it a try and signed up for the 40k distance of the Zugspitz Ultra Trail Race. After that, I was completely in love with Trail running and have done at least one long-distance race since then increasing the distance year by year by around 10k. Last year I did my first 80k mountain race."
MAXConnect Create Media Guide,https://everconnect.foundever.com/everconnect/Article/Article/24796989,A guide to using different types of media within MAXConnect Create.,"Friday, February 17, 2023",Benjamin H,"Our image blocks are click and fill; you choose an image, upload it and MAXConnect will automatically size that image for different devices such as mobile, tablet and desktop. We recommend using images without text and lots of graphics because MAXConnect already has a lot of text elements on the page, so keeping your images clean and simple whilst utilising the text elements in the rest of the article will create a fresh look and help associates to digest the information."
MAXConnect Create Masterclass,https://everconnect.foundever.com/everconnect/Article/Article/18207096,Learn about our upcoming MAXConnect Masterclasses,"Monday, February 13, 2023",Benjamin H,The aim of the MAXConnect Create Masterclass is to help you discover our fantastic content creation platform MAXConnect Create from scratch.
MAXConnect Create Forms & Surveys Training,https://everconnect.foundever.com/everconnect/Article/Article/24994621,"To use our new Forms & Surveys feature on MAXConnect Create, you must first complete one o...","Monday, February 13, 2023",Benjamin H,The training covers our Data Collection Responsibility when using forms and surveys alongside a tour of all the new features and instructions on how to create your own forms and surveys from scratch.
Global System Specialist,https://everconnect.foundever.com/everconnect/Article/Article/24981440,We are looking for Global System Specialist to join our team!,"Monday, February 13, 2023",Nadya Y,Responsibilities
"Technical Account Manager, EMEA at Home Accounts",https://everconnect.foundever.com/everconnect/Article/Article/24984429,We are looking for Technical Account Manager (TAM) to join our IT team!,"Monday, February 13, 2023",Nadya Y,"This position will be responsible for coordinating and monitoring the IT service delivery for the EMEA atHome accounts. This will include areas like forecasting, logistics and support but could also include other areas. The position also acts as the communication point between IT and operations as well as manages any client implementations for atHome, this also includes any testing of new tools and updates to existing toolsets to ensure continuous operation while adhering to company standards."
Foundever™ guide to writing in our style,https://everconnect.foundever.com/everconnect/Article/Article/25097302,This guide contains everything you need to know about writing in any content creation acti...,"Thursday, March 2, 2023",Kim H,"A strong brand positions us as a leader in CX products and solutions. Consistent brand identity usage improves our brand awareness and visually reinforces our reputation for quality and leadership. How we're perceived is crucial, and the look and feel of our communications play a vital role in this. We must always follow our Style and Branding guidelines."
Security to the Rescue: We All Have an Impact,https://everconnect.foundever.com/everconnect/Article/Article/25111959,"Learn more about how security helps maintain our jobs, social engineering tactics and how ...","Thursday, March 2, 2023",Cheri B,null
2022 BIR FORM 2316 (Legacy Sykes),https://everconnect.foundever.com/everconnect/Article/Article/25149839,Just log-on to E-pay Dorado site https://dorado-sykes.grantthorntonsolutions.ph  to view a...,"Thursday, February 16, 2023",Ana Marie M,"To: Legacy Sykes Associates
From: Payroll Team
Date: February 15, 2023
Subject: 2022 BIR FORM 2316"
Associate Advisory | 2022 BIR Form 2316  for Sitel Red - Deadline on February 19,https://everconnect.foundever.com/everconnect/Article/Article/25150889,Please be informed that the electronic copy of your BIR Form 2316 is will be available on ...,"Wednesday, February 15, 2023",Rafael C,
High level timeline for new brand,https://everconnect.foundever.com/everconnect/Article/Article/24811635,High level timeline for new brand launch.,"Friday, February 17, 2023",Amine A,"With many activities coming for the rebrand project, we wanted to create a live resource to help everyone understand what is coming and when. This project timeline is linked to our high-level project plan and will be updated with changes and additions."
5 Self-Care Practices for Every Area of Your Life,https://everconnect.foundever.com/everconnect/Article/Article/25186006,It's important to assess how you're caring for yourself in several different domains!,"Friday, February 17, 2023",Roger D,"Self-care, as the name suggests, is all about caring for yourself to ensure that both your physical and emotional needs are met. All the stress relief activities in the world won't help if you aren't taking care of yourself. Meditation won't do you any good if you aren't getting adequate sleep. In fact, when you try to meditate, you might doze off because you aren't taking care of your body's need for sleep."
SitelFit Weekly Challenges (February 2023: Week 3),https://everconnect.foundever.com/everconnect/Article/Article/25196189,Join the new SitelFit challenges this week for a healthier body and mind!,"Friday, February 17, 2023",Roger D,null
Action Required: Update Your Payroll Account to UnionBank,https://everconnect.foundever.com/everconnect/Article/Article/25224238,"In line with the Sitel Group® Payroll processes, all employees who are currently using BDO...","Thursday, February 16, 2023",Ana Marie M,"To: Legacy Sykes Associates
From: Payroll Team
Date: February 16, 2023
Subject: UNIONBANK PAYROLL ACCOUNT OPENING"
INFORMATIONAL ALERT - BUSINESS OBJECTS,https://everconnect.foundever.com/everconnect/Article/Article/25239297,There was a regression introduced in Chromium used in Google Chrome 110+ and Microsoft Edg...,"Friday, February 24, 2023",Wallbert Don E,"If you are on any of these versions, workarounds include:"
LnQ Newsletter Name and Logo Winners,https://everconnect.foundever.com/everconnect/Article/Article/25264956,Here are the winners for the LnQ Newsletter name and logo contest,"Thursday, February 16, 2023",Paulito Q,"Each winner will receive PHP1,500"
What's New with Sitel Academy? | February 2023 Newsletter,https://everconnect.foundever.com/everconnect/Article/Article/25220356,Check out what Sitel Academy has been up to in February and what's coming!,"Friday, February 17, 2023",Kreena Paueluna L,null
Weekly News Update,https://everconnect.foundever.com/everconnect/Article/Article/25315440,"Read the latest news about our business, competitors, partners and clients.","Friday, February 17, 2023",Kristina S,Partners
Are You Ready For Our New Journey?,https://everconnect.foundever.com/everconnect/Article/Article/25558870,Know more about our how we'll grow together this March 1.,"Wednesday, February 22, 2023",Miragel Jan G,null
2023 Vision Board Contest Winners,https://everconnect.foundever.com/everconnect/Article/Article/25514097,Congratulations to our three winners who manifested their success in our 2023 Vision Board...,"Wednesday, February 22, 2023",Trisha Mae T,
"Update: All remote users to be on MFA by March 31st, 2023",https://everconnect.foundever.com/everconnect/Article/Article/25606282,Attention Operation leaders involved in MFA project,"Tuesday, February 28, 2023",Gloria I,Ops teams: please continue to follow up on your accounts to make the deadline and keep:
Holiday Advisory | EDSA People Power Revolution Anniversary on February 24,https://everconnect.foundever.com/everconnect/Article/Article/25558392,"In accordance with the Presidential Proclamation No. 167, series of 2023, February 24, 202...","Thursday, February 23, 2023",Trisha Mae T,"To: All Sitel® PH Associates
From: Corporate HR
Date: February 23, 2023
Subject: Holiday Announcement | EDSA People Power Revolution Anniversary on February 24"
2022 BIR 2316 & 1700 ORIENTATION,https://everconnect.foundever.com/everconnect/Article/Article/25667725,This is applicable for 2022 hires who have previous employer within 2022 prior joining L-S...,"Thursday, February 23, 2023",Ana Marie M,"To: Legacy Sykes Associates
From: Payroll Team
Date: February 23, 2023
Subject: UNIONBANK PAYROLL ACCOUNT OPENING"
